#key	synopsis
A.E. (USA) (Proto 2) (1984-01-04)	A.E. (que significa Anti Environmental) es el prototipo 5200 más inusual. Nunca fue anunciado por Atari ni fue mencionado en ningún documento interno. R.E. es un juego de disparos de estilo arcade en el que tienes que derribar oleadas de malvadas mantarrayas mecánicas para salvar tu planeta.
Activision Decathlon, The (USA)	Hasta cuatro jugadores compiten en los diez eventos diferentes de un decatlón de la vida real, ya sea en secuencia o individualmente.
Asteroids (USA) (Proto) (Final)	Atrapada en el espacio en algún lugar entre los planetas Ortanus y la Tierra, tu nave se ve repentinamente rodeada por un campo de asteroides masivos. Y, como si eso no fuera suficiente emoción para un día, un grupo de platillos alienígenas realiza un ataque sorpresa. Rápidamente tomas los controles para salvar a tu nave de una condena inminente. Debes alejarte del camino de los asteroides que se aproximan. Coloca escudos para proteger el barco. Hiperespacio en el aire. Da la vuelta y consigue que los asteroides ataquen desde atrás. Todo está en tus manos ahora. ¡Buena suerte!
Astro Chase (USA)	A bordo de tu lanzadera, debes salvar la tierra del ataque enemigo. Si te mantienes cerca del suelo, destruirás los barcos hostiles que intentan acercarte a él.
Astrogrover (USA) (Proto)	Astro-Grover es un juego educativo para un solo jugador basado en el universo de Sesame Street. Ofrece un entorno lúdico donde los niños pueden practicar el conteo, la suma y la resta. El juego ayuda a los niños a trabajar con los números a través de cinco modos diferentes (¿Cuántos Zip?, Beam That Number, Adding Countdown, Take it Away Zips! y Sum Up Sum Down), con la ayuda de Grover y los Zip del planeta Zap.
Ballblazer (USA)	En el año 3037, el deporte más competitivo del universo conocido es Ballblazer. Ballblazer es un juego de fútbol futurista en 3D, en el que el jugador (dentro de un Rotofoil) se sitúa en un campo de juego individual de 1155 casillas (la cuadrícula) presentado en una perspectiva en primera persona. El objetivo del jugador es lanzar una pelota flotante (Plasmorb) a la portería contraria (Goalbeams). Un jugador puede competir con un oponente humano o con el ordenador. Se puede jugar contra el ordenador o contra otro humano.
Barroom Baseball (USA) (Proto 2) (1983-11-21)	Barroom Baseball fue un prototipo de juego codificado por Atari en 1983 para su uso dentro de las máquinas recreativas Atari 5200 pero nunca fue lanzado. El juego en sí es esencialmente RealSports Baseball modificado para eliminar algunas de las opciones del juego. También pretendía ser un juego cronometrado, que requería monedas o fichas adicionales para continuar con el juego. Al igual que con RealSports Baseball, Barroom Baseball incluye robos, nueve tipos de tono diferentes, jugadas de golpear y ejecutar, discurso sintetizado, un marcador detallado, etiquetas, senderos base de color sucio, la capacidad de controlar la velocidad de lanzamientos y cambios de el murciélago y otras campanas, silbatos y necesidades similares
Battlezone (USA) (Proto 2)	Un puerto del juego de arcade Battlezone para Atari 5200. Al igual que el juego de arcade, puedes conducir un tanque y disparar tanques enemigos mientras intentas evitar el fuego en un entorno 3D. Desafortunadamente nunca se lanzó y solo existe en forma de prototipo. El prototipo parece terminado en su mayoría, pero la detección de impacto parece a veces desactualizada. También reemplaza algunos de los gráficos basados ??en vectores del arcade con raster probablemente debido a las limitaciones del Atari 5200. También puede jugar esto con dos joysticks que se dice que ayudan a controlar el juego en comparación con el simple si se acostumbra.
Beamrider (USA)	Beamrider es un juego de acción arcade 3-D. Controla una nave espacial que lleva una viga en una misión para limpiar 99 sectores de espacio de extraterrestres hostiles. La nave espacial se encuentra en la parte inferior de la pantalla y solo puede detenerse en uno de los cinco haces. Estás armado con rayos láser y torpedos; Los torpedos son más poderosos y pueden destruir a más enemigos en comparación con los láser, sin embargo, solo obtienes tres por nivel. Para completar un sector, necesitas destruir quince platillos voladores blancos. Después de que se destruyan todos los platillos, pasa centinela del sector que puede destruirse para puntos extra. Cada sector de número par hasta el sector 16 agregará un nuevo tipo de enemigo para tratar. Sin embargo, estos enemigos adicionales solo intentarán retrasar tu misión, solo los platillos deben ser destruidos para avanzar. Ocasionalmente aparecerá un rejuvenecedor; si esto se recoge, puede ganar una vida extra. Pero ten cuidado, porque si disparas accidentalmente al rejeuvinator se convertirá en un enemigo!
BerZerk (USA)	Usted ha sido enviado a un edificio infestado de robots, y debe hacer todo lo posible para despejarlo. Cada habitación tiene una serie de paredes a través del medio, que restringen su movimiento. Habrá una cantidad de tipos malos en la sala; en las pantallas tempranas pueden estar inmóviles y no dispararle, pero después de algunos niveles se vuelven capaces de disparar en múltiples direcciones. Puede dispararles en 8 direcciones, pero no puede disparar en diagonal mientras se mueve. Hay espacios al lado de cada habitación, a través de los cuales sale, antes o después de despejar la habitación (hay una bonificación por la autorización). Obtienes una vida extra cada 2000 puntos.
